size_bhk,total_sqft,bath,balcony,furnishing,building_age,distance_to_major_office_km,gym_nearby,park_nearby,swimming_pool,food_delivery,has_ac,has_refrigerator,has_washing_machine,dist_to_metro_km,nearby_hospitals,commute_time_peak_mins,two_wheeler_parking,four_wheeler_parking,rent_price_inr_per_month,location_premium_index,availability_score,has_metro,has_2_wheeler_parking,has_4_wheeler_parking,area_type_Carpet Area,area_type_Super Built Up Area,property_type_Builder Floor,property_type_Independent House,facing_North,facing_North East,facing_South,facing_South East,facing_West,water_source_Borewell + Tanker,water_source_Cauvery,water_source_Cauvery + Borewell,water_source_Tanker,dietary_preference_Veg Only,zone_East,zone_North,zone_South,zone_West
2,1240.0,2,2,0,0,8.2,1,1,0,1,0,0,0,0.5,8,44,1,1,56177.0,33,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,561.0,1,0,1,0,0.6,1,1,0,1,0,1,1,25.0,5,10,1,0,11423.0,21,2,0,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
2,1306.0,2,2,2,0,3.1,0,0,0,1,1,1,1,0.4,3,25,2,1,57026.0,21,2,1,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2,1094.0,2,2,1,0,5.6,0,1,0,1,0,0,0,25.0,5,29,3,1,18467.0,21,2,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2,1506.0,2,3,2,0,12.5,1,1,1,1,1,1,1,1.0,6,65,1,1,68269.0,33,2,1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
2,1154.0,3,3,2,0,3.0,0,1,0,1,1,1,1,10.0,3,25,3,1,31278.0,21,2,1,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2,1578.0,3,2,1,0,0.5,0,1,0,1,1,0,0,0.3,3,9,3,1,53384.0,21,2,1,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
1,731.0,2,1,2,0,3.8,0,1,0,1,1,1,1,20.0,1,28,1,0,14022.0,31,2,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2,1024.0,2,2,1,0,5.7,1,1,0,1,0,0,0,1.2,10,35,2,1,45121.0,33,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2,1446.0,2,1,1,0,2.0,0,1,0,1,0,0,0,1.5,4,20,1,1,44936.0,31,2,1,0,0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
4,2280.0,5,3,1,0,7.0,1,1,1,1,0,0,0,1.0,8,48,2,1,101339.0,33,2,1,1,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
2,1384.0,2,0,1,0,11.1,1,1,0,1,0,1,0,0.8,1,55,2,1,52141.0,31,2,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,708.0,1,3,1,0,12.9,1,0,0,1,0,1,0,0.2,7,57,1,0,50495.0,33,2,1,0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
2,1468.0,2,1,1,0,1.6,1,1,0,1,0,1,1,0.3,5,21,1,1,44699.0,21,2,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
2,1528.0,3,1,1,0,13.0,0,1,0,1,0,1,0,3.0,2,62,2,1,44820.0,21,2,1,1,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
2,1576.0,2,3,2,0,4.1,1,1,1,1,1,1,1,2.5,4,21,1,1,101069.0,33,2,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,717.0,2,1,1,0,5.2,0,0,0,1,0,0,1,0.4,10,34,1,1,31433.0,33,2,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4,2624.0,4,2,1,0,10.6,1,1,0,0,0,0,0,15.0,2,52,1,1,30637.0,31,2,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,628.0,2,1,0,0,13.8,0,1,0,1,0,0,0,0.5,2,69,1,1,19889.0,21,2,1,0,0,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3,2337.0,3,1,2,0,2.7,0,1,0,0,1,0,1,25.0,3,24,2,0,47990.0,21,2,0,1,0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
2,1436.0,2,3,1,0,10.0,0,0,0,1,0,0,1,0.4,4,49,2,1,48644.0,21,2,1,1,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3,2019.0,4,1,2,0,3.9,0,1,0,1,1,1,1,15.0,4,23,1,1,28852.0,31,2,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
2,1248.0,3,3,1,0,10.1,1,1,1,1,0,0,0,0.4,1,52,1,1,48255.0,31,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
4,2856.0,4,1,2,0,7.2,1,1,1,1,0,0,1,0.3,4,41,1,1,125645.625,21,2,1,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
3,2193.0,4,1,1,0,5.3,0,1,0,1,1,0,0,0.3,2,33,2,1,65634.0,21,2,1,1,0,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
3,1941.0,4,1,2,0,5.1,0,0,1,1,1,1,1,3.0,4,30,1,1,62858.0,31,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1240.0,3,0,1,0,3.3,0,1,0,1,0,0,0,4.0,2,24,1,0,47117.0,31,2,1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,598.0,2,0,0,0,2.0,1,0,0,1,0,0,0,1.5,5,21,2,0,18569.0,31,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
2,1230.0,2,1,2,0,11.2,0,1,1,0,0,1,1,15.0,1,49,2,1,18913.0,31,2,0,1,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
3,2160.0,3,1,1,0,8.4,0,1,0,1,0,0,0,3.0,5,54,1,0,63035.0,31,2,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False
2,1488.0,2,2,1,0,6.8,0,1,0,1,0,1,0,3.0,3,48,2,1,50099.0,31,2,1,1,0,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
3,2025.0,4,3,1,0,12.7,1,0,0,1,1,0,1,0.4,1,62,1,1,91240.0,31,2,1,0,0,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
1,605.0,1,3,2,0,5.2,0,0,0,1,1,1,1,0.3,5,29,2,0,27602.0,21,2,1,1,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2,1114.0,2,3,1,0,9.4,1,1,1,1,0,0,0,3.0,4,46,2,1,33138.0,21,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2,1354.0,2,0,0,0,13.5,0,1,0,1,0,0,0,1.5,4,65,1,1,41153.0,31,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2,1122.0,3,3,0,0,5.8,1,1,0,1,0,0,0,0.8,1,33,1,1,40432.0,31,2,1,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2,1310.0,2,2,1,0,6.9,0,0,0,1,0,0,0,15.0,5,41,1,0,15937.0,31,2,0,0,0,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False
2,1126.0,2,2,1,0,9.2,0,1,0,1,0,0,0,0.8,3,42,1,1,39410.0,31,2,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2,1074.0,2,0,1,0,2.0,0,0,0,1,1,1,0,1.5,3,20,3,1,34691.0,31,2,1,0,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
4,2820.0,4,0,0,0,9.8,1,0,1,1,0,0,0,0.5,4,47,2,1,61755.0,31,2,1,1,0,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
1,605.0,1,3,1,0,6.3,1,1,0,1,0,0,0,1.5,4,46,2,0,20929.0,31,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2,1068.0,2,2,1,0,9.3,0,1,0,1,0,0,0,1.2,5,48,3,1,48047.0,33,2,1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3,1671.0,3,1,0,0,9.2,1,1,0,1,0,0,0,0.2,4,51,1,1,87437.0,33,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,519.0,1,0,1,0,7.1,1,1,0,1,0,0,1,2.5,8,35,1,0,23461.0,33,2,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,709.0,1,0,1,0,12.6,0,1,0,1,0,0,0,0.4,4,64,3,1,24489.0,21,2,1,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2,1042.0,3,1,1,0,10.3,0,1,0,1,0,1,0,1.0,5,64,1,0,39064.0,33,2,1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,640.0,1,2,1,0,4.4,1,1,0,1,0,0,0,3.0,4,24,2,0,19022.0,21,2,1,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
2,1442.0,2,2,0,0,2.8,0,0,0,1,0,0,0,15.0,2,21,2,1,16096.0,31,2,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1414.0,2,0,1,0,5.5,0,0,0,1,0,0,0,4.0,4,48,3,1,53522.0,31,2,1,0,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,697.0,1,0,1,0,14.0,1,1,0,1,0,0,0,2.5,9,71,1,0,32647.0,33,2,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2,1088.0,3,1,2,0,10.1,1,0,0,1,1,1,1,1.2,8,48,2,1,59537.0,33,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2,1056.0,2,1,2,0,7.8,1,1,0,1,1,1,1,1.5,2,42,2,1,43146.0,31,2,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2,1108.0,3,2,1,0,14.1,1,1,0,1,0,0,0,0.3,4,65,1,1,39991.0,21,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,771.0,1,0,1,0,9.2,0,1,0,1,1,1,0,10.0,3,48,2,1,21143.0,21,2,1,1,0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
3,1875.0,3,2,0,0,6.4,0,1,0,1,0,0,0,0.8,3,34,2,1,55959.0,31,2,1,1,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2,1512.0,2,3,2,0,12.1,0,0,0,1,1,1,1,25.0,1,59,2,1,36913.0,21,2,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
4,2764.0,4,0,2,0,11.9,1,1,0,1,1,1,1,1.5,3,74,2,1,102200.0,31,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2,1508.0,2,3,1,0,2.2,1,1,0,1,0,0,0,1.5,1,17,1,1,50379.0,31,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3,2397.0,4,3,0,0,12.5,1,1,0,1,0,0,0,25.0,1,60,1,1,34638.0,21,2,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2,1388.0,2,2,0,0,1.2,0,1,0,1,0,0,0,4.0,3,32,2,1,47058.0,31,2,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3,1938.0,3,1,1,0,13.3,0,0,0,1,1,1,1,0.5,7,66,1,0,117598.0,33,2,1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3,1911.0,3,2,1,0,11.6,0,0,0,0,0,0,0,25.0,2,60,1,1,32824.0,21,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2,1454.0,2,0,1,0,6.2,1,1,1,1,0,0,0,3.0,5,34,1,1,38745.0,21,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2716.0,4,0,1,0,8.9,1,0,1,1,0,0,0,1.0,4,50,2,1,123993.0,33,2,1,1,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
2,1516.0,3,1,0,0,1.4,0,1,0,1,0,0,0,1.2,6,12,2,0,69067.0,33,2,1,1,0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
2,1198.0,2,1,1,0,11.5,1,1,1,1,0,1,0,0.5,6,56,2,1,61818.0,33,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,741.0,2,3,1,0,14.1,0,0,0,1,0,1,0,1.5,3,69,2,0,22753.0,31,2,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2,1594.0,2,2,1,0,11.4,1,0,0,1,0,1,0,0.4,2,53,1,1,61331.0,21,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
3,1887.0,4,1,2,0,14.4,1,1,1,1,1,1,1,2.5,4,62,1,1,105624.0,33,2,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2,1076.0,2,3,0,0,4.4,0,1,0,1,0,0,0,1.2,4,26,3,1,39398.0,33,2,1,0,0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2,1272.0,2,0,2,0,11.1,1,0,0,1,1,1,1,1.0,5,58,1,1,38021.0,31,2,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
3,2010.0,3,0,0,0,3.7,1,1,0,1,0,0,0,15.0,1,24,1,1,25278.0,31,2,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
3,1857.0,3,3,0,0,13.1,0,0,1,1,0,0,0,20.0,5,64,2,1,23252.0,31,2,0,1,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2,1428.0,2,3,2,0,14.1,0,1,0,1,1,1,1,2.5,5,71,2,0,81818.0,33,2,1,1,0,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
3,2076.0,3,0,1,0,11.9,1,1,0,1,0,0,0,1.5,4,66,1,1,72183.0,31,2,1,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
3,2157.0,3,1,1,0,8.3,0,1,0,1,0,0,0,10.0,2,41,2,1,54805.0,21,2,1,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1,513.0,1,2,0,0,0.8,1,0,0,1,0,0,0,20.0,5,24,1,0,6163.0,31,2,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,1214.0,2,0,1,0,3.7,1,1,0,0,1,1,0,25.0,3,22,1,1,19232.0,21,2,0,0,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
2,1174.0,3,2,1,0,7.1,0,1,0,1,0,0,0,1.0,8,39,1,0,46622.0,33,2,1,0,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
3,1725.0,4,1,1,0,2.9,1,1,1,1,0,1,0,2.5,4,21,1,1,88416.0,33,2,1,0,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2,1050.0,3,1,1,0,10.4,0,1,0,1,1,0,0,1.0,4,63,1,0,49886.0,33,2,1,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1,665.0,1,1,1,0,10.5,0,1,0,1,0,0,1,3.0,5,52,2,1,17459.0,21,2,1,1,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2,1448.0,2,1,0,0,14.7,1,1,0,1,0,0,0,2.5,4,63,1,1,59498.0,33,2,1,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2,1546.0,2,2,1,0,1.6,1,1,1,1,0,0,0,0.4,1,18,2,1,56398.0,21,2,1,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2,1370.0,3,1,1,0,10.3,1,1,1,1,0,1,0,0.5,5,52,1,1,53115.0,21,2,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
2,1526.0,2,3,2,0,5.3,1,1,1,1,1,1,1,0.5,3,29,2,1,77503.0,21,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2,1524.0,2,3,1,0,7.1,0,1,1,1,0,0,0,0.5,3,42,1,1,60033.0,21,2,1,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
4,2064.0,4,0,1,0,10.0,0,1,0,1,0,0,0,0.5,6,53,1,1,125407.0,33,2,1,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1330.0,2,1,1,0,11.5,1,1,1,1,0,0,0,0.2,6,53,2,1,83756.0,33,2,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2,1028.0,2,1,2,0,4.4,0,1,0,1,0,1,1,1.0,6,27,3,1,50261.0,33,2,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1,613.0,1,2,0,0,12.7,1,0,0,1,0,0,0,1.2,5,60,1,0,24516.0,33,2,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2,1176.0,2,0,1,0,1.0,1,1,0,1,1,0,0,1.0,3,15,2,1,30499.0,31,2,1,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3,2046.0,3,3,2,0,4.1,1,1,0,1,0,1,0,1.2,8,29,1,1,125085.0,33,2,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
2,1172.0,2,1,1,0,11.6,0,0,1,1,0,0,0,25.0,3,59,2,1,18778.0,21,2,0,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,617.0,1,0,1,0,12.8,0,0,0,1,0,0,0,1.5,3,56,2,0,20255.0,31,2,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
3,2088.0,4,1,1,0,5.2,1,1,1,1,1,0,0,1.5,1,30,1,1,72474.0,31,2,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2,1238.0,2,1,0,0,10.2,0,1,1,1,0,0,0,0.5,4,47,1,1,40500.0,21,2,1,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
3,1545.0,3,3,2,0,9.9,0,1,0,1,1,1,1,10.0,4,50,1,1,47598.0,21,2,1,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
2,1122.0,3,0,2,0,7.3,0,1,0,1,1,1,1,1.0,2,35,2,1,41552.0,31,2,1,1,0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2,1006.0,3,1,1,0,2.1,1,1,1,1,0,0,1,1.5,2,19,1,1,35077.0,31,2,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1,673.0,1,0,1,0,14.2,1,1,0,1,0,1,1,0.5,8,67,1,0,32930.0,33,2,1,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
3,1770.0,3,2,1,0,10.4,1,1,1,1,0,0,0,1.0,8,54,1,1,68286.0,33,2,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3,1590.0,3,1,1,0,4.6,0,1,0,1,0,0,0,1.0,3,27,1,0,40914.0,31,2,1,0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,611.0,1,2,0,0,7.6,1,0,0,1,0,0,0,0.5,9,36,1,0,26997.0,33,2,1,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2,1196.0,2,1,1,0,9.8,1,0,0,1,1,0,0,0.4,4,51,1,1,47868.0,21,2,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
2,1118.0,2,3,1,0,11.8,1,1,1,1,1,0,0,0.5,8,58,2,1,58500.0,33,2,1,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2,1278.0,2,2,1,0,1.0,0,1,0,1,0,0,1,0.8,5,13,1,1,48014.0,31,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2,1386.0,3,2,1,0,2.1,0,0,0,1,0,0,0,3.0,4,20,2,0,37915.0,21,2,1,1,0,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
2,1308.0,2,3,0,0,7.2,0,1,0,1,0,0,0,0.8,5,40,2,1,40697.0,31,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
4,2692.0,4,0,1,0,4.3,0,1,0,1,0,0,0,1.0,9,40,2,0,103973.0,33,2,1,1,0,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
4,2740.0,4,3,1,0,7.6,0,1,0,1,0,0,0,0.4,4,42,2,1,120873.0,21,2,1,1,0,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2,1358.0,2,0,2,0,9.0,1,0,1,1,0,1,1,0.5,10,48,2,1,97168.0,33,2,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2,1346.0,2,2,2,0,6.8,0,1,0,1,1,1,1,3.0,5,42,2,0,45560.0,21,2,1,1,0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
3,1827.0,3,3,1,0,9.7,1,0,0,1,0,0,0,0.5,9,51,2,1,89716.0,33,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,792.0,1,1,1,0,11.2,0,1,0,1,0,0,0,0.5,1,56,2,1,26558.0,21,2,1,1,0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
3,1809.0,4,0,1,0,13.1,1,1,0,1,1,0,0,0.3,1,57,1,1,64246.0,21,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3,2226.0,3,1,0,0,1.5,1,1,0,1,0,0,0,0.8,4,19,2,1,68855.0,31,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1,755.0,1,2,1,0,4.4,0,1,0,1,0,0,0,10.0,3,26,1,0,18359.0,21,2,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2,1522.0,3,0,0,0,4.8,1,1,0,1,0,0,0,1.2,6,24,2,1,69733.0,33,2,1,1,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2,1320.0,2,0,0,0,7.5,1,0,1,1,0,0,0,1.0,7,44,1,1,46169.0,33,2,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,2193.0,3,0,2,0,9.6,1,1,0,1,1,1,1,15.0,4,45,2,1,32846.0,31,2,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,1584.0,3,1,1,0,1.7,0,0,0,1,0,0,1,0.5,5,21,1,1,69184.0,21,2,1,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,533.0,2,0,1,0,3.0,0,1,0,1,1,0,0,4.0,4,22,2,0,15669.0,31,2,1,1,0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1362.0,2,2,0,0,4.9,1,1,0,1,0,0,0,20.0,2,37,2,1,18872.0,31,2,0,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3,1518.0,4,1,2,0,1.2,1,1,1,1,1,1,1,2.5,4,18,1,1,95122.0,33,2,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4,2072.0,4,3,1,0,1.1,1,1,1,1,1,0,1,0.4,8,9,2,1,90942.0,33,2,1,1,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2,1308.0,2,0,1,0,1.5,0,1,0,1,0,1,0,0.4,4,20,3,1,47378.0,21,2,1,0,0,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
3,2340.0,4,1,1,0,4.7,0,1,0,1,0,0,0,0.3,2,25,1,1,89628.0,21,2,1,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
2,1164.0,3,1,1,0,5.0,0,1,0,1,0,0,0,3.0,3,36,2,1,30490.0,31,2,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1,679.0,2,1,1,0,1.6,0,1,0,1,0,1,0,0.2,10,20,3,0,47269.0,33,2,1,0,0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2,1516.0,2,0,2,0,11.6,1,1,1,1,1,0,1,0.3,4,52,1,1,53124.0,21,2,1,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
2,1012.0,2,0,1,0,5.6,0,1,0,1,0,0,0,1.5,3,41,3,0,33250.0,31,2,1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,2046.0,3,0,1,0,4.9,1,1,0,1,0,1,0,1.5,1,26,1,1,66779.0,31,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2,1058.0,2,2,1,0,1.3,0,0,0,1,0,1,0,25.0,1,18,2,1,17963.0,21,2,0,1,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1,760.0,1,0,1,0,11.9,0,0,0,1,0,0,1,0.5,4,58,2,1,30760.0,21,2,1,1,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
1,730.0,1,0,1,0,3.1,1,0,0,1,0,0,0,0.4,1,23,1,0,33977.0,31,2,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
2,1226.0,2,3,1,0,9.4,1,1,0,1,0,0,0,2.5,8,45,2,1,54178.0,33,2,1,1,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3,2127.0,3,1,0,0,6.6,0,0,0,1,0,0,0,25.0,4,40,2,0,33455.0,21,2,0,1,0,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
2,1166.0,2,0,1,0,13.0,0,0,0,1,0,1,1,0.5,3,66,3,0,42837.0,21,2,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
2,1268.0,2,1,2,0,9.6,0,0,0,1,0,1,1,25.0,5,49,2,1,24454.0,21,2,0,1,0,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
2,1248.0,2,0,1,0,12.5,0,1,0,1,0,1,0,10.0,5,60,1,0,26572.0,21,2,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3,2286.0,4,1,2,0,2.4,0,1,0,1,1,1,1,0.5,2,19,1,1,71895.0,31,2,1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
