size_bhk,total_sqft,bath,balcony,furnishing,building_age,distance_to_major_office_km,gym_nearby,park_nearby,swimming_pool,food_delivery,has_ac,has_refrigerator,has_washing_machine,dist_to_metro_km,legal_security_deposit,market_security_deposit,nearby_hospitals,commute_time_peak_mins,two_wheeler_parking,four_wheeler_parking,rent_price_inr_per_month,location_premium_index,availability_score,has_metro,has_2_wheeler_parking,has_4_wheeler_parking,area_type_Carpet Area,area_type_Super Built Up Area,property_type_Builder Floor,property_type_Independent House,facing_North,facing_North East,facing_South,facing_South East,facing_West,water_source_Borewell + Tanker,water_source_Cauvery,water_source_Cauvery + Borewell,water_source_Tanker,dietary_preference_Veg Only,zone_East,zone_North,zone_South,zone_West
3,2319.0,4,3,1,0,13.9,0,1,0,1,0,1,0,20.0,75662,378310,2,70,1,1,37831.0,31,2,0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
4,2628.0,4,3,0,0,11.3,1,0,0,1,0,0,0,0.4,241164,1205820,5,51,2,1,120582.0,33,2,1,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,762.0,1,1,2,0,14.2,0,0,0,1,1,1,1,0.3,68112,306504,4,68,1,0,34056.0,21,2,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,693.0,2,3,1,0,8.0,1,1,0,1,1,0,0,0.5,37054,185270,4,43,1,0,18527.0,31,2,1,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
3,1707.0,4,2,0,0,3.4,0,1,0,1,0,0,0,10.0,69094,345470,2,24,2,1,34547.0,21,2,1,1,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2,1340.0,2,3,1,0,6.7,1,0,0,1,0,1,0,0.5,74906,187265,1,41,2,1,37453.0,31,2,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2,1286.0,2,2,1,0,8.3,0,0,0,1,0,0,0,0.3,76682,230046,3,41,2,0,38341.0,21,2,1,1,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
4,3084.0,5,3,1,0,8.0,1,1,1,1,0,0,0,1.0,289790,1159160,6,56,1,1,125645.625,33,2,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
3,1734.0,4,0,1,0,4.1,0,1,0,1,1,0,0,0.3,112550,450200,1,29,1,0,56275.0,21,2,1,0,0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4,2304.0,4,0,0,0,0.5,1,1,0,1,0,0,0,3.0,118100,295250,1,16,1,1,59050.0,31,2,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2,1040.0,2,0,1,0,14.3,1,1,0,1,1,0,0,0.4,91526,366104,2,72,2,1,45763.0,31,2,1,1,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
3,2391.0,3,1,2,0,3.5,1,1,0,1,1,1,1,15.0,64362,257448,3,28,2,1,32181.0,31,2,0,1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
4,2280.0,4,0,1,0,6.4,0,1,0,1,1,0,0,3.0,150234,450702,3,40,1,1,75117.0,21,2,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2528.0,4,2,1,0,8.2,0,1,0,1,0,0,0,1.5,154102,616408,1,42,3,1,77051.0,31,2,1,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3,1800.0,3,3,1,0,6.0,0,1,0,1,1,0,0,1.5,106348,319044,5,29,3,0,53174.0,31,2,1,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,636.0,2,3,2,0,14.0,1,1,0,1,1,1,0,2.5,85660,342640,10,67,1,0,42830.0,33,2,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
2,1164.0,2,3,0,0,1.2,1,1,0,1,0,0,0,10.0,55562,277810,5,16,2,1,27781.0,21,2,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
4,2416.0,4,0,1,0,13.2,1,1,0,1,0,0,0,0.5,188758,660653,1,58,1,1,94379.0,21,2,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
1,637.0,1,0,0,0,14.8,0,0,0,1,0,0,0,4.0,42706,213530,1,84,3,1,21353.0,31,2,1,0,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4,2932.0,4,3,0,0,14.9,1,1,1,1,0,0,0,0.3,177416,443540,5,69,1,1,88708.0,21,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2,1086.0,2,0,1,0,1.2,0,0,0,1,1,0,1,25.0,41262,185679,3,9,1,0,20631.0,21,2,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2,1006.0,3,1,0,0,1.7,1,1,0,1,0,0,0,3.0,56438,197533,4,36,2,1,28219.0,31,2,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1,762.0,1,2,1,0,2.2,0,1,0,1,1,0,0,15.0,16834,42085,2,16,2,0,8417.0,31,2,0,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
4,3112.0,5,2,0,0,4.6,0,1,0,1,0,0,0,1.0,258328,1162476,4,37,1,0,125645.625,33,2,1,0,0,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False
3,1956.0,4,3,0,0,13.0,0,1,0,1,0,0,0,3.0,93038,325633,1,60,3,0,46519.0,21,2,1,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False
2,1286.0,2,3,1,0,13.4,1,0,1,1,0,0,0,0.5,93906,375624,2,66,2,1,46953.0,21,2,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
1,794.0,2,1,1,0,2.2,1,1,0,1,0,1,0,0.5,66642,199926,3,23,1,0,33321.0,21,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
1,744.0,1,3,1,0,10.7,1,1,0,1,0,1,0,3.0,40744,162976,2,57,1,0,20372.0,21,2,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2,1404.0,2,0,2,0,4.6,0,0,0,1,1,1,1,2.5,152258,456774,6,28,3,0,76129.0,33,2,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,622.0,1,3,0,0,11.6,0,0,0,1,0,0,0,0.5,41314,165256,1,60,1,0,20657.0,21,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
1,736.0,2,2,2,0,8.1,1,0,0,1,1,1,1,0.4,73000,255500,2,45,1,0,36500.0,31,2,1,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
1,545.0,1,0,1,0,4.8,0,1,0,1,0,1,0,3.0,35946,107838,1,30,2,0,17973.0,21,2,1,1,0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2,1190.0,2,1,1,0,0.9,0,1,0,1,0,0,1,3.0,65684,328420,2,23,1,0,32842.0,31,2,1,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
3,2286.0,3,0,0,0,0.8,0,0,0,1,0,0,0,0.3,124522,560349,3,15,2,1,62261.0,21,2,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True
1,551.0,1,2,2,0,13.3,0,1,0,1,0,1,1,3.0,41286,165144,2,78,3,0,20643.0,31,2,1,0,0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
4,2916.0,4,3,1,0,9.3,1,0,0,1,0,0,0,3.0,168954,844770,5,59,1,1,84477.0,31,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False
1,772.0,1,3,0,0,2.7,1,1,0,1,0,0,0,25.0,25286,88501,5,19,1,0,12643.0,21,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1368.0,3,2,1,0,5.9,0,1,0,1,0,0,0,0.3,87638,219095,5,31,1,0,43819.0,21,2,1,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,668.0,2,3,0,0,15.0,0,0,0,1,0,0,0,1.0,44930,157255,7,71,3,0,22465.0,33,2,1,0,0,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False
3,1878.0,3,0,1,0,9.9,1,1,0,0,1,1,0,10.0,97144,388576,4,54,1,1,48572.0,21,2,1,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
3,2028.0,3,2,1,0,7.4,1,1,1,1,1,0,0,1.5,128806,386418,4,41,2,1,64403.0,31,2,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
2,1566.0,2,1,1,0,3.4,0,0,0,1,0,0,0,1.5,93692,468460,3,18,2,1,46846.0,31,2,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,611.0,1,3,0,0,9.7,0,1,0,1,0,0,0,0.4,44906,179624,4,46,1,1,22453.0,31,2,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3,2172.0,3,0,1,0,9.4,1,1,0,1,0,0,0,2.5,249532,873362,10,45,1,1,124766.0,33,2,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2,1454.0,2,0,2,0,13.0,1,1,1,1,1,1,1,1.2,149282,671769,5,57,2,1,74641.0,33,2,1,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2,1170.0,3,2,1,0,10.6,0,1,0,1,0,0,0,0.4,104272,312816,7,50,1,1,52136.0,33,2,1,0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2,1184.0,3,2,1,0,1.6,0,1,0,1,0,0,0,0.5,84100,294350,3,16,3,1,42050.0,21,2,1,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
3,2112.0,4,3,2,0,5.8,1,1,1,1,1,1,1,1.0,195762,489405,5,47,2,1,97881.0,33,2,1,1,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
2,1468.0,3,3,0,0,0.5,0,1,0,1,0,0,0,1.5,78240,234720,2,12,3,0,39120.0,31,2,1,0,0,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
2,1382.0,2,1,1,0,12.1,0,1,0,1,0,0,0,25.0,46326,185304,3,57,1,1,23163.0,21,2,0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
2,1582.0,2,1,0,0,14.7,0,1,0,1,0,0,0,3.0,92694,463470,2,86,2,1,46347.0,31,2,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
4,2868.0,5,3,1,0,10.9,0,0,0,1,0,0,0,10.0,144460,433380,2,52,1,1,72230.0,21,2,1,0,0,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False
2,1012.0,2,0,0,0,11.8,1,0,0,1,0,0,0,3.0,48400,169400,2,64,1,1,24200.0,31,2,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4,3020.0,4,1,1,0,13.7,0,0,0,1,0,0,0,1.5,209548,942966,5,67,2,0,104774.0,31,2,1,1,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
3,1755.0,3,1,0,0,2.1,1,1,1,1,0,0,0,0.4,139748,698740,4,17,1,1,69874.0,31,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4,3032.0,4,1,1,0,14.2,1,1,1,1,1,0,0,1.2,258600,775800,10,64,1,1,125645.625,33,2,1,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2,1038.0,2,3,0,0,2.9,0,1,0,1,0,0,0,3.0,61260,306300,4,16,1,1,30630.0,21,2,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
2,1390.0,2,2,2,0,2.6,0,1,0,1,1,1,1,25.0,56676,170028,5,21,1,1,28338.0,21,2,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
2,1108.0,2,3,0,0,2.8,1,1,1,1,0,0,0,0.5,97520,243800,4,22,1,1,48760.0,33,2,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3,1857.0,3,0,0,0,8.6,1,1,1,1,0,0,0,1.0,148438,667971,10,47,2,1,74219.0,33,2,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2,1008.0,2,2,1,0,6.2,1,1,1,1,0,1,0,1.2,87406,305921,7,30,2,1,43703.0,33,2,1,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2,1052.0,2,3,1,0,4.2,0,1,0,1,0,0,0,20.0,26952,134760,1,27,1,1,13476.0,31,2,0,0,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
3,1839.0,4,1,1,0,8.8,0,1,0,1,1,0,1,0.5,87000,435000,3,43,1,0,43500.0,31,2,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
3,1662.0,3,3,1,0,4.7,0,1,1,1,0,0,0,10.0,79842,359289,3,31,1,1,39921.0,21,2,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
3,2037.0,4,3,1,0,10.7,0,1,0,0,0,0,1,10.0,102746,410984,4,52,2,1,51373.0,21,2,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3,1536.0,3,3,0,0,14.0,1,1,0,1,0,0,0,0.4,100480,452160,1,65,1,1,50240.0,21,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
4,3016.0,4,3,2,0,12.0,1,1,0,1,0,1,1,25.0,117980,412930,5,63,2,1,58990.0,21,2,0,1,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
3,1785.0,3,2,1,0,10.9,0,1,0,1,0,0,0,0.3,112342,505539,3,56,3,0,56171.0,21,2,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,733.0,1,3,1,0,12.4,0,0,0,1,0,0,0,0.5,38492,173214,1,64,1,0,19246.0,31,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,3112.5,5,0,2,0,13.1,1,0,1,1,1,1,1,0.2,492994,2464970,10,58,1,1,125645.625,33,2,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4,2124.0,4,1,1,0,2.7,0,1,0,1,0,0,0,20.0,66152,165380,3,29,2,1,33076.0,31,2,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
3,2250.0,3,3,1,0,0.6,1,0,0,1,0,0,0,0.4,239894,719682,4,12,2,1,119947.0,33,2,1,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,759.0,1,1,1,0,14.2,0,1,0,1,0,0,0,0.5,38008,95020,3,68,2,0,19004.0,31,2,1,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
3,2373.0,4,0,0,0,14.1,1,1,1,1,0,0,0,0.4,215124,752934,8,71,1,1,107562.0,33,2,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3,1977.0,3,3,2,0,2.5,0,1,0,1,0,1,1,1.0,120022,600110,5,25,1,0,60011.0,31,2,1,0,0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2,1000.0,3,1,1,0,6.8,1,1,0,1,0,0,0,0.3,60468,211638,2,37,2,1,30234.0,21,2,1,1,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3,2295.0,4,0,1,0,13.6,1,1,1,1,0,0,0,0.3,170658,767961,3,62,1,1,85329.0,21,2,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,2322.0,3,3,1,0,4.8,1,1,0,1,0,0,1,0.5,166672,750024,1,29,2,1,83336.0,21,2,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2,1024.0,2,2,0,0,8.1,0,1,0,0,0,0,0,10.0,47084,188336,3,37,1,1,23542.0,21,2,1,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2,1304.0,3,2,1,0,11.7,0,0,0,1,0,0,1,1.0,66378,331890,4,56,2,1,33189.0,31,2,1,1,0,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1,749.0,1,0,0,0,3.0,0,1,0,1,0,0,0,25.0,21756,65268,3,26,2,0,10878.0,21,2,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3,1629.0,3,1,2,0,9.6,1,1,1,1,1,1,1,1.0,172106,602371,10,53,1,1,86053.0,33,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1238.0,2,2,1,0,11.3,1,1,1,1,0,1,0,0.2,144768,506688,5,50,1,1,72384.0,33,2,1,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2,1366.0,3,1,1,0,12.1,1,1,1,1,0,0,1,0.3,84872,297052,3,55,2,1,42436.0,21,2,1,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
3,1611.0,3,0,1,0,11.7,0,0,0,1,0,0,0,0.3,96792,387168,1,52,2,0,48396.0,21,2,1,1,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2,1580.0,3,1,2,0,1.1,1,0,0,1,1,1,1,0.5,162156,405390,5,11,2,1,81078.0,21,2,1,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2,1034.0,2,3,1,0,13.2,1,1,0,1,0,0,0,0.4,90610,226525,3,65,1,1,45305.0,21,2,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3,1746.0,3,0,0,0,10.7,1,0,1,1,0,0,0,0.2,194374,583122,8,55,1,1,97187.0,33,2,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,1062.0,2,0,1,0,3.4,0,0,0,1,0,1,0,0.3,76674,345033,3,19,3,0,38337.0,21,2,1,0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
2,1368.0,3,1,0,0,11.6,0,1,0,1,0,0,0,10.0,55314,248913,2,55,2,1,27657.0,21,2,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2,1410.0,2,3,1,0,6.1,0,1,1,1,0,0,0,1.5,77850,311400,4,38,1,1,38925.0,31,2,1,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
1,760.0,2,2,1,0,1.8,1,0,0,1,1,1,0,0.4,54246,271230,2,20,2,0,27123.0,21,2,1,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
4,3044.0,4,1,1,0,4.8,0,1,0,0,1,0,1,20.0,93110,325885,1,43,1,1,46555.0,31,2,0,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False
2,1524.0,3,0,1,0,9.2,0,0,0,1,0,0,0,1.5,105522,527610,1,50,1,1,52761.0,31,2,1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2,1032.0,2,0,1,0,14.0,0,1,0,1,0,0,0,1.5,69244,346220,4,72,2,1,34622.0,31,2,1,1,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
2,1302.0,2,3,2,0,12.5,0,0,0,1,0,0,1,10.0,74856,374280,5,61,2,1,37428.0,21,2,1,1,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
2,1118.0,3,1,0,0,13.2,0,0,0,1,0,0,0,3.0,59900,239600,1,67,3,1,29950.0,21,2,1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,595.0,1,0,1,0,4.9,1,1,0,1,0,0,0,0.4,61652,154130,7,34,1,0,30826.0,33,2,1,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2,1108.0,2,2,1,0,3.4,0,1,0,1,1,0,0,0.4,93972,281916,2,21,1,1,46986.0,31,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
3,1995.0,4,2,1,0,14.5,1,1,1,1,0,0,0,1.0,101072,252680,4,66,1,1,50536.0,31,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2,1408.0,2,0,2,0,0.6,0,1,0,1,1,1,1,1.0,89858,224645,5,12,1,1,44929.0,31,2,1,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
4,3112.5,4,3,2,0,14.8,0,0,0,1,1,1,1,25.0,129160,452060,1,70,1,1,64580.0,21,2,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1082.0,2,1,2,0,10.9,0,0,0,1,1,1,1,10.0,53934,215736,2,49,3,0,26967.0,21,2,1,0,0,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
2,1368.0,2,2,1,0,7.1,0,1,0,1,1,0,0,0.3,91256,410652,4,38,1,0,45628.0,21,2,1,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2,1222.0,3,2,2,0,3.2,1,0,0,1,1,1,1,2.5,130816,457856,6,17,1,1,65408.0,33,2,1,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,612.0,1,3,1,0,9.0,0,0,0,1,1,0,0,20.0,16050,80250,3,50,3,1,8025.0,31,2,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
1,720.0,1,0,1,0,5.7,0,1,0,1,0,0,0,25.0,24576,98304,2,29,2,1,12288.0,21,2,0,1,0,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False
2,1070.0,2,3,2,0,6.4,1,1,1,1,1,1,1,0.4,92694,231735,4,36,2,1,46347.0,21,2,1,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,585.0,1,1,1,0,5.1,0,0,0,1,0,1,0,0.2,69632,313344,8,34,2,0,34816.0,33,2,1,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1540.0,2,0,1,0,7.1,0,1,0,1,0,0,0,2.5,148262,518917,4,39,2,1,74131.0,33,2,1,1,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3,1542.0,3,3,2,0,14.2,0,1,0,1,1,1,1,2.5,172052,688208,10,64,1,0,86026.0,33,2,1,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,670.0,1,2,0,0,15.0,0,1,0,1,0,0,0,20.0,17334,43335,2,85,2,0,8667.0,31,2,0,1,0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1276.0,3,0,1,0,14.6,0,1,0,1,0,0,0,25.0,42330,211650,4,73,3,1,21165.0,21,2,0,0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2,1304.0,3,0,2,0,8.4,1,1,0,1,0,1,1,0.5,182004,819018,9,48,2,1,91002.0,33,2,1,1,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2,1386.0,3,0,1,0,5.7,0,0,0,1,1,1,0,0.4,120550,542475,2,36,2,1,60275.0,21,2,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,713.0,1,1,1,0,5.6,0,1,0,1,1,0,0,0.8,51490,128725,3,30,1,0,25745.0,31,2,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3,1722.0,3,3,1,0,5.6,0,0,0,1,0,0,0,1.5,117222,468888,1,40,3,1,58611.0,31,2,1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,725.0,2,0,0,0,12.9,0,1,0,1,0,0,0,10.0,30466,121864,5,64,2,0,15233.0,21,2,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2,1380.0,2,2,0,0,9.3,0,0,0,1,0,0,0,0.5,89844,314454,1,45,3,1,44922.0,21,2,1,0,0,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
3,1836.0,4,3,1,0,11.3,0,0,0,1,0,0,0,1.0,146038,438114,6,65,2,0,73019.0,33,2,1,1,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4,2836.0,4,0,2,0,7.1,0,1,0,1,1,1,1,0.5,225608,564020,5,38,3,0,112804.0,21,2,1,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2,1028.0,2,2,2,0,12.6,1,1,1,1,0,1,1,1.0,100814,403256,8,61,2,1,50407.0,33,2,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2,1244.0,2,1,1,0,10.6,1,1,1,1,0,0,0,1.5,78690,393450,2,48,2,1,39345.0,31,2,1,1,0,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
2,1074.0,2,2,0,0,2.7,0,1,0,1,0,0,0,1.0,56748,170244,1,18,3,0,28374.0,31,2,1,0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
4,2884.0,5,3,2,0,8.5,0,1,1,1,1,1,1,0.4,311776,779440,2,42,1,1,125645.625,31,2,1,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
3,2292.0,4,2,2,0,2.6,1,1,0,1,1,1,1,0.8,179810,809145,1,20,2,1,89905.0,31,2,1,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3,2337.0,4,0,0,0,5.3,0,0,0,1,0,0,0,1.5,140002,560008,4,36,2,1,70001.0,31,2,1,1,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,777.0,1,3,1,0,8.6,0,1,0,1,0,1,0,1.0,45072,180288,2,39,2,0,22536.0,31,2,1,1,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4,2336.0,5,2,1,0,6.5,0,0,0,1,0,1,1,0.8,155236,465708,4,32,3,1,77618.0,31,2,1,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
3,1641.0,3,2,1,0,5.8,1,0,0,1,0,0,0,0.8,109926,494667,5,34,2,1,54963.0,31,2,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2,1518.0,2,0,0,0,6.1,1,1,1,1,0,0,0,0.5,142852,499982,9,31,2,1,71426.0,33,2,1,1,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
2,1582.0,2,2,1,0,14.8,0,0,0,1,0,0,0,2.5,158932,397330,9,73,2,0,79466.0,33,2,1,1,0,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
2,1072.0,2,3,1,0,1.1,0,1,0,1,0,0,1,1.0,56012,196042,4,19,1,0,28006.0,31,2,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
