listing_id,area_type,availability,location,zone,market_status,property_type,size_bhk,society,total_sqft,bath,balcony,furnishing,facing,building_age,distance_to_major_office_km,gym_nearby,park_nearby,swimming_pool,food_delivery,has_ac,has_refrigerator,has_washing_machine,water_source,nearest_metro_station,dist_to_metro_km,legal_security_deposit,market_security_deposit,nearby_hospitals,commute_time_peak_mins,two_wheeler_parking,four_wheeler_parking,pets_allowed,dietary_preference,rent_price_inr_per_month
BLR-XPND-4712,Super built-up Area,Ready To Move,Kanakapura Road,South,Normal,Builder Floor,3,Unknown,1977,3,3,Fully Furnished,East,10+ years,2.5,0,1,0,1,0,1,1,Cauvery,Silk Institute,1.0,120022,600110,5,25,1,0,1,Any,60011
BLR-XPND-4713,Carpet Area,25-Feb,Vijayanagar,West,Normal,Apartment,2,Prestige,1000,3,1,Semi-Furnished,North-East,5-10 years,6.8,1,1,0,1,0,0,0,Cauvery + Borewell,Vijayanagar,0.3,60468,211638,2,37,2,1,1,Any,30234
BLR-XPND-4714,Built-up Area,Ready To Move,Hebbal,North,Normal,Apartment,3,Brigade,2295,4,0,Semi-Furnished,East,1-5 years,13.6,1,1,1,1,0,0,0,Borewell,Hebbal,0.3,170658,767961,3,62,1,1,1,Any,85329
BLR-XPND-4715,Built-up Area,Ready To Move,Malleshwaram,West,Normal,Apartment,3,Mantri,2322,3,3,Semi-Furnished,East,5-10 years,4.8,1,1,0,1,0,0,1,Borewell,Mantri Square,0.5,166672,750024,1,29,2,1,1,Veg Only,83336
BLR-XPND-4716,Carpet Area,Ready To Move,Yelahanka,North,Cold,Builder Floor,2,Unknown,1024,2,2,Unfurnished,East,1-5 years,8.1,0,1,0,0,0,0,0,Borewell + Tanker,Nagasandra,10.0,47084,188336,3,37,1,1,0,Any,23542
BLR-XPND-4717,Carpet Area,13-Feb,Kanakapura Road,South,Normal,Apartment,2,Sobha,1304,3,2,Semi-Furnished,South,10+ years,11.7,0,0,0,1,0,0,1,Cauvery + Borewell,Silk Institute,1.0,66378,331890,4,56,2,1,1,Veg Only,33189
BLR-XPND-4718,Built-up Area,Ready To Move,Devanahalli,North,Cold,Apartment,1,Brigade,749,1,0,Unfurnished,East,5-10 years,3.0,0,1,0,1,0,0,0,Borewell + Tanker,None,25.0,21756,65268,3,26,2,0,1,Any,10878
BLR-XPND-4719,Built-up Area,10-Mar,Whitefield,East,Hot,Apartment,3,Brigade,1629,3,1,Fully Furnished,North,0-1 years,9.6,1,1,1,1,1,1,1,Borewell,Kadugodi,1.0,172106,602371,10,53,1,1,1,Any,86053
BLR-XPND-4720,Super built-up Area,04-Apr,MG Road,Central,Hot,Apartment,2,Brigade,1238,2,2,Semi-Furnished,South,10+ years,11.3,1,1,1,1,0,1,0,Borewell + Tanker,MG Road,0.2,144768,506688,5,50,1,1,1,Any,72384
BLR-XPND-4721,Built-up Area,Ready To Move,Vijayanagar,West,Normal,Apartment,2,Unknown,1366,3,1,Semi-Furnished,North,5-10 years,12.1,1,1,1,1,0,0,1,Cauvery + Borewell,Vijayanagar,0.3,84872,297052,3,55,2,1,1,Any,42436
BLR-XPND-4722,Built-up Area,Ready To Move,Vijayanagar,West,Normal,Independent House,3,Prestige,1611,3,0,Semi-Furnished,North-East,10+ years,11.7,0,0,0,1,0,0,0,Cauvery,Vijayanagar,0.3,96792,387168,1,52,2,0,0,Any,48396
BLR-XPND-4723,Built-up Area,11-Apr,Malleshwaram,West,Normal,Apartment,2,Prestige,1580,3,1,Fully Furnished,North,0-1 years,1.1,1,0,0,1,1,1,1,Cauvery,Mantri Square,0.5,162156,405390,5,11,2,1,1,Veg Only,81078
BLR-XPND-4724,Super built-up Area,Ready To Move,Rajajinagar,West,Normal,Apartment,2,Mantri,1034,2,3,Semi-Furnished,North-East,0-1 years,13.2,1,1,0,1,0,0,0,Borewell,Rajajinagar,0.4,90610,226525,3,65,1,1,1,Any,45305
BLR-XPND-4725,Super built-up Area,Ready To Move,MG Road,Central,Hot,Apartment,3,Prestige,1746,3,0,Unfurnished,North-East,10+ years,10.7,1,0,1,1,0,0,0,Borewell,MG Road,0.2,194374,583122,8,55,1,1,1,Any,97187
BLR-XPND-4726,Carpet Area,Ready To Move,Vijayanagar,West,Normal,Builder Floor,2,Brigade,1062,2,0,Semi-Furnished,South-East,0-1 years,3.4,0,0,0,1,0,1,0,Tanker,Vijayanagar,0.3,76674,345033,3,19,3,0,1,Veg Only,38337
BLR-XPND-4727,Carpet Area,26-Apr,Yelahanka,North,Cold,Apartment,2,Sobha,1368,3,1,Unfurnished,East,5-10 years,11.6,0,1,0,1,0,0,0,Borewell,Nagasandra,10.0,55314,248913,2,55,2,1,1,Veg Only,27657
BLR-XPND-4728,Built-up Area,Ready To Move,Bannerghatta Road,South,Normal,Apartment,2,Prestige,1410,2,3,Semi-Furnished,West,5-10 years,6.1,0,1,1,1,0,0,0,Cauvery,Gottigere,1.5,77850,311400,4,38,1,1,1,Veg Only,38925
BLR-XPND-4729,Carpet Area,Ready To Move,Rajajinagar,West,Normal,Apartment,1,Mantri,760,2,2,Semi-Furnished,North,10+ years,1.8,1,0,0,1,1,1,0,Cauvery + Borewell,Rajajinagar,0.4,54246,271230,2,20,2,0,1,Any,27123
BLR-XPND-4730,Super built-up Area,Ready To Move,Hoskote,East,Cold,Apartment,4,Brigade,3044,4,1,Semi-Furnished,South-East,0-1 years,4.8,0,1,0,0,1,0,1,Borewell + Tanker,None,20.0,93110,325885,1,43,1,1,1,Veg Only,46555
BLR-XPND-4731,Built-up Area,25-Mar,Bannerghatta Road,South,Normal,Apartment,2,Sobha,1524,3,0,Semi-Furnished,North-East,0-1 years,9.2,0,0,0,1,0,0,0,Cauvery,Gottigere,1.5,105522,527610,1,50,1,1,1,Any,52761
BLR-XPND-4732,Carpet Area,22-Apr,Marathahalli,East,Normal,Apartment,2,Brigade,1032,2,0,Semi-Furnished,West,1-5 years,14.0,0,1,0,1,0,0,0,Borewell + Tanker,Kundalahalli,1.5,69244,346220,4,72,2,1,1,Any,34622
BLR-XPND-4733,Built-up Area,14-Feb,Yelahanka,North,Cold,Apartment,2,Prestige,1302,2,3,Fully Furnished,West,1-5 years,12.5,0,0,0,1,0,0,1,Borewell + Tanker,Nagasandra,10.0,74856,374280,5,61,2,1,1,Any,37428
BLR-XPND-4734,Built-up Area,Ready To Move,Thanisandra,North,Normal,Independent House,2,Mantri,1118,3,1,Unfurnished,West,1-5 years,13.2,0,0,0,1,0,0,0,Borewell,Nagawara,3.0,59900,239600,1,67,3,1,1,Any,29950
BLR-XPND-4735,Carpet Area,Ready To Move,Ulsoor,Central,Hot,Apartment,1,Mantri,595,1,0,Semi-Furnished,South,0-1 years,4.9,1,1,0,1,0,0,0,Borewell + Tanker,Ulsoor,0.4,61652,154130,7,34,1,0,1,Any,30826
BLR-XPND-4736,Carpet Area,09-Mar,Jayanagar,South,Normal,Apartment,2,Standalone,1108,2,2,Semi-Furnished,North,1-5 years,3.4,0,1,0,1,1,0,0,Cauvery + Borewell,Jayanagar,0.4,93972,281916,2,21,1,1,1,Veg Only,46986
BLR-XPND-4737,Built-up Area,Ready To Move,Kanakapura Road,South,Normal,Apartment,3,Brigade,1995,4,2,Semi-Furnished,North,10+ years,14.5,1,1,1,1,0,0,0,Tanker,Silk Institute,1.0,101072,252680,4,66,1,1,1,Any,50536
BLR-XPND-4738,Built-up Area,Ready To Move,Kanakapura Road,South,Normal,Independent House,2,Standalone,1408,2,0,Fully Furnished,South-East,10+ years,0.6,0,1,0,1,1,1,1,Cauvery,Silk Institute,1.0,89858,224645,5,12,1,1,1,Any,44929
BLR-XPND-4739,Super built-up Area,Ready To Move,Devanahalli,North,Cold,Apartment,4,Mantri,3172,4,3,Fully Furnished,North,5-10 years,14.8,0,0,0,1,1,1,1,Borewell,None,25.0,129160,452060,1,70,1,1,1,Any,64580
BLR-XPND-4740,Super built-up Area,Ready To Move,Yelahanka,North,Cold,Independent House,2,Unknown,1082,2,1,Fully Furnished,South-East,10+ years,10.9,0,0,0,1,1,1,1,Borewell + Tanker,Nagasandra,10.0,53934,215736,2,49,3,0,1,Any,26967
BLR-XPND-4741,Carpet Area,Ready To Move,Vijayanagar,West,Normal,Builder Floor,2,Unknown,1368,2,2,Semi-Furnished,West,1-5 years,7.1,0,1,0,1,1,0,0,Borewell,Vijayanagar,0.3,91256,410652,4,38,1,0,0,Any,45628
BLR-XPND-4742,Carpet Area,Ready To Move,Koramangala,South,Hot,Apartment,2,Unknown,1222,3,2,Fully Furnished,South-East,5-10 years,3.2,1,0,0,1,1,1,1,Cauvery,BTM Layout,2.5,130816,457856,6,17,1,1,1,Any,65408
BLR-XPND-4743,Super built-up Area,23-Feb,Hoskote,East,Cold,Builder Floor,1,Brigade,612,1,3,Semi-Furnished,South,5-10 years,9.0,0,0,0,1,1,0,0,Borewell + Tanker,None,20.0,16050,80250,3,50,3,1,1,Veg Only,8025
BLR-XPND-4744,Carpet Area,Ready To Move,Devanahalli,North,Cold,Independent House,1,Brigade,720,1,0,Semi-Furnished,North-East,5-10 years,5.7,0,1,0,1,0,0,0,Borewell + Tanker,None,25.0,24576,98304,2,29,2,1,0,Veg Only,12288
BLR-XPND-4745,Super built-up Area,Ready To Move,Rajajinagar,West,Normal,Apartment,2,Mantri,1070,2,3,Fully Furnished,East,10+ years,6.4,1,1,1,1,1,1,1,Cauvery + Borewell,Rajajinagar,0.4,92694,231735,4,36,2,1,1,Any,46347
BLR-XPND-4746,Built-up Area,Ready To Move,MG Road,Central,Hot,Independent House,1,Brigade,585,1,1,Semi-Furnished,South-East,5-10 years,5.1,0,0,0,1,0,1,0,Borewell,MG Road,0.2,69632,313344,8,34,2,0,0,Any,34816
BLR-XPND-4747,Carpet Area,Ready To Move,Koramangala,South,Hot,Independent House,2,Sobha,1540,2,0,Semi-Furnished,South-East,5-10 years,7.1,0,1,0,1,0,0,0,Borewell,BTM Layout,2.5,148262,518917,4,39,2,1,1,Any,74131
BLR-XPND-4748,Super built-up Area,Ready To Move,Koramangala,South,Hot,Independent House,3,Sobha,1542,3,3,Fully Furnished,East,5-10 years,14.2,0,1,0,1,1,1,1,Cauvery + Borewell,BTM Layout,2.5,172052,688208,10,64,1,0,0,Any,86026
BLR-XPND-4749,Built-up Area,Ready To Move,Hoskote,East,Cold,Independent House,1,Sobha,670,1,2,Unfurnished,North,1-5 years,15.0,0,1,0,1,0,0,0,Tanker,None,20.0,17334,43335,2,85,2,0,0,Any,8667
BLR-XPND-4750,Super built-up Area,Ready To Move,Devanahalli,North,Cold,Independent House,2,Brigade,1276,3,0,Semi-Furnished,West,5-10 years,14.6,0,1,0,1,0,0,0,Borewell,None,25.0,42330,211650,4,73,3,1,0,Any,21165
BLR-XPND-4751,Built-up Area,Ready To Move,Indiranagar,Central,Hot,Apartment,2,Prestige,1304,3,0,Fully Furnished,North-East,0-1 years,8.4,1,1,0,1,0,1,1,Borewell + Tanker,Indiranagar,0.5,182004,819018,9,48,2,1,1,Any,91002
BLR-XPND-4752,Built-up Area,03-Mar,Rajajinagar,West,Normal,Independent House,2,Prestige,1386,3,0,Semi-Furnished,East,0-1 years,5.7,0,0,0,1,1,1,0,Borewell,Rajajinagar,0.4,120550,542475,2,36,2,1,1,Any,60275
BLR-XPND-4753,Super built-up Area,Ready To Move,JP Nagar,South,Normal,Apartment,1,Sobha,713,1,1,Semi-Furnished,West,1-5 years,5.6,0,1,0,1,1,0,0,Borewell,JP Nagar,0.8,51490,128725,3,30,1,0,1,Any,25745
BLR-XPND-4754,Built-up Area,Ready To Move,Marathahalli,East,Normal,Independent House,3,Standalone,1722,3,3,Semi-Furnished,South,1-5 years,5.6,0,0,0,1,0,0,0,Borewell,Kundalahalli,1.5,117222,468888,1,40,3,1,0,Any,58611
BLR-XPND-4755,Built-up Area,Ready To Move,Yelahanka,North,Cold,Apartment,1,Sobha,725,2,0,Unfurnished,South-East,1-5 years,12.9,0,1,0,1,0,0,0,Borewell,Nagasandra,10.0,30466,121864,5,64,2,0,1,Veg Only,15233
BLR-XPND-4756,Carpet Area,Ready To Move,Malleshwaram,West,Normal,Independent House,2,Unknown,1380,2,2,Unfurnished,West,10+ years,9.3,0,0,0,1,0,0,0,Cauvery,Mantri Square,0.5,89844,314454,1,45,3,1,0,Veg Only,44922
BLR-XPND-4757,Carpet Area,05-Mar,Whitefield,East,Hot,Independent House,3,Brigade,1836,4,3,Semi-Furnished,South-East,5-10 years,11.3,0,0,0,1,0,0,0,Borewell,Kadugodi,1.0,146038,438114,6,65,2,0,0,Any,73019
BLR-XPND-4758,Super built-up Area,Ready To Move,Malleshwaram,West,Normal,Independent House,4,Unknown,2836,4,0,Fully Furnished,South-East,5-10 years,7.1,0,1,0,1,1,1,1,Borewell,Mantri Square,0.5,225608,564020,5,38,3,0,1,Veg Only,112804
BLR-XPND-4759,Super built-up Area,23-Apr,Whitefield,East,Hot,Apartment,2,Brigade,1028,2,2,Fully Furnished,North-East,1-5 years,12.6,1,1,1,1,0,1,1,Tanker,Kadugodi,1.0,100814,403256,8,61,2,1,1,Any,50407
BLR-XPND-4760,Super built-up Area,Ready To Move,Bannerghatta Road,South,Normal,Apartment,2,Standalone,1244,2,1,Semi-Furnished,West,1-5 years,10.6,1,1,1,1,0,0,0,Tanker,Gottigere,1.5,78690,393450,2,48,2,1,1,Veg Only,39345
BLR-XPND-4761,Carpet Area,Ready To Move,Kanakapura Road,South,Normal,Builder Floor,2,Sobha,1074,2,2,Unfurnished,South-East,1-5 years,2.7,0,1,0,1,0,0,0,Tanker,Silk Institute,1.0,56748,170244,1,18,3,0,1,Any,28374
BLR-XPND-4762,Built-up Area,25-Feb,Jayanagar,South,Normal,Apartment,4,Mantri,2884,5,3,Fully Furnished,South-East,0-1 years,8.5,0,1,1,1,1,1,1,Cauvery + Borewell,Jayanagar,0.4,311776,779440,2,42,1,1,1,Veg Only,155888
BLR-XPND-4763,Built-up Area,09-Feb,JP Nagar,South,Normal,Apartment,3,Unknown,2292,4,2,Fully Furnished,East,5-10 years,2.6,1,1,0,1,1,1,1,Cauvery,JP Nagar,0.8,179810,809145,1,20,2,1,1,Any,89905
BLR-XPND-4764,Super built-up Area,Ready To Move,Bannerghatta Road,South,Normal,Independent House,3,Prestige,2337,4,0,Unfurnished,East,1-5 years,5.3,0,0,0,1,0,0,0,Cauvery + Borewell,Gottigere,1.5,140002,560008,4,36,2,1,1,Any,70001
BLR-XPND-4765,Carpet Area,24-Mar,Kanakapura Road,South,Normal,Builder Floor,1,Sobha,777,1,3,Semi-Furnished,North,1-5 years,8.6,0,1,0,1,0,1,0,Borewell,Silk Institute,1.0,45072,180288,2,39,2,0,1,Any,22536
BLR-XPND-4766,Super built-up Area,Ready To Move,JP Nagar,South,Normal,Builder Floor,4,Prestige,2336,5,2,Semi-Furnished,South,10+ years,6.5,0,0,0,1,0,1,1,Borewell,JP Nagar,0.8,155236,465708,4,32,3,1,0,Any,77618
BLR-XPND-4767,Super built-up Area,23-Apr,JP Nagar,South,Normal,Apartment,3,Standalone,1641,3,2,Semi-Furnished,East,5-10 years,5.8,1,0,0,1,0,0,0,Tanker,JP Nagar,0.8,109926,494667,5,34,2,1,1,Any,54963
BLR-XPND-4768,Carpet Area,Ready To Move,Indiranagar,Central,Hot,Apartment,2,Standalone,1518,2,0,Unfurnished,West,5-10 years,6.1,1,1,1,1,0,0,0,Tanker,Indiranagar,0.5,142852,499982,9,31,2,1,1,Veg Only,71426
BLR-XPND-4769,Built-up Area,Ready To Move,Koramangala,South,Hot,Independent House,2,Unknown,1582,2,2,Semi-Furnished,West,1-5 years,14.8,0,0,0,1,0,0,0,Cauvery,BTM Layout,2.5,158932,397330,9,73,2,0,0,Veg Only,79466
BLR-XPND-4770,Super built-up Area,Ready To Move,Kanakapura Road,South,Normal,Builder Floor,2,Brigade,1072,2,3,Semi-Furnished,North,5-10 years,1.1,0,1,0,1,0,0,1,Tanker,Silk Institute,1.0,56012,196042,4,19,1,0,1,Any,28006
BLR-XPND-4771,Built-up Area,27-Apr,Kanakapura Road,South,Normal,Independent House,3,Brigade,1536,4,0,Semi-Furnished,West,1-5 years,1.1,0,1,0,1,0,0,0,Cauvery + Borewell,Silk Institute,1.0,88436,353744,5,19,1,1,0,Any,44218
BLR-XPND-4772,Carpet Area,Ready To Move,Rajajinagar,West,Normal,Independent House,4,Brigade,3200,4,0,Semi-Furnished,West,1-5 years,9.1,0,1,0,1,1,1,0,Borewell,Rajajinagar,0.4,241960,1209800,5,41,2,1,0,Any,120980
BLR-XPND-4773,Built-up Area,Ready To Move,Indiranagar,Central,Hot,Apartment,2,Brigade,1070,3,3,Semi-Furnished,North-East,10+ years,8.0,1,0,1,1,1,0,0,Borewell,Indiranagar,0.5,100874,403496,9,46,1,1,1,Any,50437
BLR-XPND-4774,Built-up Area,Ready To Move,HSR Layout,South,Hot,Apartment,3,Prestige,1719,3,2,Unfurnished,East,1-5 years,8.6,1,1,1,1,0,0,0,Cauvery,Bommanahalli,1.2,144370,649665,4,44,2,1,1,Any,72185
BLR-XPND-4775,Super built-up Area,Ready To Move,Electronic City,South,Normal,Apartment,1,Mantri,661,1,1,Semi-Furnished,North,5-10 years,3.6,0,0,0,1,0,1,0,Borewell,Electronic City,0.5,31188,140346,4,29,2,0,1,Any,15594
BLR-XPND-4776,Built-up Area,01-Apr,Koramangala,South,Hot,Apartment,4,Sobha,2428,5,2,Semi-Furnished,South-East,0-1 years,8.7,1,1,0,1,0,0,0,Cauvery + Borewell,BTM Layout,2.5,274944,962304,10,46,1,1,1,Any,137472
BLR-XPND-4777,Super built-up Area,13-Mar,HSR Layout,South,Hot,Apartment,2,Sobha,1356,3,1,Semi-Furnished,South-East,0-1 years,14.7,1,0,0,1,0,0,0,Tanker,Bommanahalli,1.2,132112,396336,8,72,1,1,1,Any,66056
BLR-XPND-4778,Super built-up Area,Ready To Move,Ulsoor,Central,Hot,Builder Floor,2,Brigade,1364,2,1,Semi-Furnished,East,1-5 years,1.0,0,1,0,1,1,1,0,Borewell + Tanker,Ulsoor,0.4,132504,463764,5,10,1,1,1,Any,66252
BLR-XPND-4779,Carpet Area,Ready To Move,Hebbal,North,Normal,Builder Floor,3,Unknown,2340,3,0,Semi-Furnished,West,10+ years,2.2,0,1,0,1,0,0,0,Tanker,Hebbal,0.3,158192,474576,2,16,2,1,0,Any,79096
BLR-XPND-4780,Carpet Area,Ready To Move,JP Nagar,South,Normal,Apartment,3,Sobha,1965,3,3,Unfurnished,North,0-1 years,7.2,1,1,0,1,0,0,0,Borewell,JP Nagar,0.8,146334,585336,1,33,2,1,1,Any,73167
BLR-XPND-4781,Super built-up Area,Ready To Move,Hoskote,East,Cold,Apartment,2,Sobha,1196,3,2,Fully Furnished,North-East,5-10 years,14.3,0,1,1,1,1,1,1,Tanker,None,20.0,38064,190320,2,85,2,1,1,Any,19032
BLR-XPND-4782,Carpet Area,Ready To Move,Rajajinagar,West,Normal,Independent House,2,Prestige,1510,2,3,Unfurnished,South-East,1-5 years,0.7,0,0,0,1,0,0,0,Cauvery + Borewell,Rajajinagar,0.4,108574,488583,5,14,1,0,1,Veg Only,54287
BLR-XPND-4783,Built-up Area,Ready To Move,Ulsoor,Central,Hot,Apartment,2,Brigade,1488,2,0,Semi-Furnished,West,5-10 years,6.4,1,1,1,1,0,0,0,Tanker,Ulsoor,0.4,126216,567972,9,35,1,1,1,Any,63108
BLR-XPND-4784,Built-up Area,Ready To Move,Malleshwaram,West,Normal,Apartment,3,Unknown,2118,3,3,Unfurnished,East,10+ years,11.4,0,1,0,1,0,0,0,Cauvery + Borewell,Mantri Square,0.5,139272,487452,4,59,2,1,1,Any,69636
BLR-XPND-4785,Built-up Area,07-Apr,Devanahalli,North,Cold,Apartment,2,Mantri,1404,2,1,Fully Furnished,North,5-10 years,6.2,0,0,0,1,1,1,1,Borewell,None,25.0,53788,188258,2,31,2,1,1,Veg Only,26894
BLR-XPND-4786,Built-up Area,Ready To Move,Devanahalli,North,Cold,Apartment,3,Standalone,2316,3,3,Fully Furnished,West,0-1 years,12.7,1,0,1,1,1,1,1,Borewell + Tanker,None,25.0,110418,552090,2,60,2,1,1,Any,55209
BLR-XPND-4787,Super built-up Area,Ready To Move,Hebbal,North,Normal,Apartment,3,Unknown,2028,3,1,Semi-Furnished,North-East,0-1 years,13.6,1,1,1,1,0,0,0,Tanker,Hebbal,0.3,173932,434830,3,61,2,1,1,Any,86966
BLR-XPND-4788,Built-up Area,Ready To Move,HSR Layout,South,Hot,Independent House,1,Sobha,537,2,0,Semi-Furnished,North-East,5-10 years,6.4,0,0,0,1,0,0,0,Borewell,Bommanahalli,1.2,44378,199701,5,39,2,1,0,Veg Only,22189
BLR-XPND-4789,Super built-up Area,Ready To Move,Anekal,South,Cold,Apartment,1,Mantri,704,1,2,Semi-Furnished,West,0-1 years,13.9,0,1,0,1,0,0,0,Borewell,None,15.0,18706,46765,5,69,2,0,1,Any,9353
BLR-XPND-4790,Carpet Area,Ready To Move,Ulsoor,Central,Hot,Apartment,2,Brigade,1082,2,3,Semi-Furnished,South-East,1-5 years,3.1,1,1,1,1,1,0,0,Borewell,Ulsoor,0.4,101438,405752,10,17,1,1,1,Any,50719
BLR-XPND-4791,Carpet Area,19-Feb,Hoskote,East,Cold,Builder Floor,2,Standalone,1080,2,0,Unfurnished,East,0-1 years,12.9,0,0,0,1,0,0,0,Tanker,None,20.0,31098,155490,2,69,3,1,0,Veg Only,15549
BLR-XPND-4792,Super built-up Area,Ready To Move,Devanahalli,North,Cold,Builder Floor,2,Unknown,1166,2,0,Fully Furnished,West,0-1 years,9.3,0,0,0,1,1,1,1,Borewell + Tanker,None,25.0,54992,274960,4,50,3,0,1,Any,27496
BLR-XPND-4793,Carpet Area,Ready To Move,Vijayanagar,West,Normal,Apartment,2,Standalone,1068,2,0,Fully Furnished,North-East,0-1 years,9.6,0,1,0,1,1,1,1,Tanker,Vijayanagar,0.3,89440,357760,4,51,1,1,1,Any,44720
BLR-XPND-4794,Carpet Area,Ready To Move,Jayanagar,South,Normal,Apartment,2,Sobha,1578,3,2,Semi-Furnished,East,1-5 years,12.5,1,1,1,1,1,0,0,Tanker,Jayanagar,0.4,129182,645910,5,57,2,1,1,Veg Only,64591
BLR-XPND-4795,Built-up Area,Ready To Move,Sarjapur Road,East,Normal,Independent House,4,Sobha,2104,4,0,Semi-Furnished,South-East,5-10 years,1.0,0,1,0,1,0,0,0,Tanker,Silk Board,4.0,124540,435890,5,29,1,0,0,Any,62270
BLR-XPND-4796,Super built-up Area,Ready To Move,Jayanagar,South,Normal,Independent House,1,Brigade,737,1,2,Unfurnished,North,10+ years,8.2,0,1,0,1,0,0,0,Cauvery + Borewell,Jayanagar,0.4,49872,224424,3,42,1,1,1,Veg Only,24936
BLR-XPND-4797,Built-up Area,12-Feb,Devanahalli,North,Cold,Independent House,4,Brigade,2960,4,0,Semi-Furnished,West,5-10 years,12.8,0,1,0,0,1,0,0,Borewell,None,25.0,99126,247815,2,63,1,0,1,Veg Only,49563
BLR-XPND-4798,Built-up Area,10-Apr,HSR Layout,South,Hot,Builder Floor,3,Sobha,2034,3,0,Semi-Furnished,North-East,10+ years,6.0,0,1,0,1,0,1,1,Cauvery + Borewell,Bommanahalli,1.2,162988,733446,7,35,3,0,1,Veg Only,81494
BLR-XPND-4799,Super built-up Area,Ready To Move,JP Nagar,South,Normal,Apartment,2,Standalone,1162,2,3,Fully Furnished,North,0-1 years,8.5,0,1,1,1,1,1,1,Cauvery + Borewell,JP Nagar,0.8,109058,327174,5,48,2,1,1,Any,54529
BLR-XPND-4800,Carpet Area,Ready To Move,Ulsoor,Central,Hot,Apartment,3,Unknown,1854,4,2,Semi-Furnished,North-East,0-1 years,12.0,1,1,0,1,0,0,1,Borewell,Ulsoor,0.4,186794,466985,7,57,2,1,1,Any,93397
BLR-XPND-4801,Built-up Area,28-Apr,Hebbal,North,Normal,Apartment,2,Standalone,1170,3,0,Semi-Furnished,North-East,10+ years,12.9,0,0,1,1,0,1,0,Borewell,Hebbal,0.3,84494,211235,3,65,2,1,1,Any,42247
BLR-XPND-4802,Super built-up Area,Ready To Move,Thanisandra,North,Normal,Builder Floor,3,Brigade,1674,4,3,Fully Furnished,South-East,1-5 years,9.7,0,1,0,1,1,1,1,Borewell + Tanker,Nagawara,3.0,120576,422016,2,47,3,1,1,Any,60288
BLR-XPND-4803,Built-up Area,Ready To Move,Malleshwaram,West,Normal,Independent House,2,Brigade,1096,3,1,Semi-Furnished,South-East,10+ years,13.3,0,1,0,1,0,1,0,Borewell,Mantri Square,0.5,80416,321664,1,61,3,0,1,Any,40208
BLR-XPND-4804,Built-up Area,Ready To Move,Koramangala,South,Hot,Apartment,3,Sobha,1626,3,2,Semi-Furnished,South,0-1 years,0.9,1,0,1,1,0,0,0,Cauvery,BTM Layout,2.5,181054,724216,6,12,2,1,1,Any,90527
BLR-XPND-4805,Built-up Area,15-Mar,Sarjapur Road,East,Normal,Apartment,3,Mantri,2211,3,1,Semi-Furnished,South-East,10+ years,9.5,1,1,0,1,0,0,1,Tanker,Silk Board,4.0,135408,406224,1,51,2,1,1,Any,67704
BLR-XPND-4806,Carpet Area,10-Apr,Yelahanka,North,Cold,Apartment,1,Brigade,584,1,1,Semi-Furnished,East,5-10 years,1.1,0,0,0,1,0,1,1,Borewell + Tanker,Nagasandra,10.0,24424,61060,4,13,2,0,1,Any,12212
BLR-XPND-4807,Built-up Area,06-Apr,HSR Layout,South,Hot,Apartment,3,Standalone,1950,3,3,Semi-Furnished,South-East,5-10 years,11.1,1,1,1,1,1,0,1,Tanker,Bommanahalli,1.2,169118,591913,8,50,2,1,1,Any,84559
BLR-XPND-4808,Built-up Area,Ready To Move,Indiranagar,Central,Hot,Apartment,2,Sobha,1108,2,1,Unfurnished,East,10+ years,6.3,1,1,1,1,0,0,0,Borewell + Tanker,Indiranagar,0.5,104032,468144,10,37,1,1,1,Veg Only,52016
BLR-XPND-4809,Built-up Area,Ready To Move,JP Nagar,South,Normal,Independent House,2,Unknown,1268,3,0,Fully Furnished,East,1-5 years,12.7,0,0,0,1,1,1,1,Tanker,JP Nagar,0.8,111350,334050,1,57,1,0,1,Veg Only,55675
BLR-XPND-4810,Built-up Area,24-Mar,Yelahanka,North,Cold,Apartment,3,Mantri,2109,3,3,Unfurnished,North-East,1-5 years,3.6,0,1,0,1,0,0,0,Tanker,Nagasandra,10.0,96868,339038,2,24,2,1,1,Any,48434
BLR-XPND-4811,Built-up Area,28-Mar,Rajajinagar,West,Normal,Apartment,2,Prestige,1494,2,3,Semi-Furnished,West,5-10 years,1.4,1,1,0,1,0,0,1,Cauvery,Rajajinagar,0.4,106270,265675,1,19,2,1,1,Any,53135
BLR-XPND-4812,Carpet Area,Ready To Move,Rajajinagar,West,Normal,Apartment,4,Prestige,2492,4,1,Semi-Furnished,North,1-5 years,7.0,0,0,1,1,0,0,0,Borewell,Rajajinagar,0.4,184442,461105,3,36,1,1,1,Any,92221
BLR-XPND-4813,Built-up Area,Ready To Move,Yelahanka,North,Cold,Apartment,1,Mantri,618,2,2,Unfurnished,North,1-5 years,13.7,0,1,0,1,0,0,0,Borewell + Tanker,Nagasandra,10.0,26272,78816,3,62,1,0,1,Any,13136
BLR-XPND-4814,Built-up Area,Ready To Move,Marathahalli,East,Normal,Independent House,1,Mantri,776,2,3,Unfurnished,South-East,5-10 years,9.2,0,1,0,1,0,0,0,Borewell + Tanker,Kundalahalli,1.5,43658,196461,3,47,2,1,1,Any,21829
